pair,entry_time,exit_time,entry_price,initial_stop,exit_price,exit_reason,bars_held,qty,notional,risk_amount,risk_pct,entry_score,gross_pnl,fees,funding,net_pnl,r_multiple,equity_after,fold
OP/USDT:USDT,2024-02-12 19:00:00+00:00,2024-03-05 19:00:00+00:00,3.8921,3.2831222294380127,3.7221870050105132,stop,528,6.6258648172869385,25.788528455362496,4.03500438447651,0.05,0.33936063160307123,-1.125820535500693,0.027748180006373364,0.17020428780539246,-1.3237730033124588,-0.3280722589559717,88.034862336463,2024-01-01
BTC/USDT:USDT,2024-02-28 17:00:00+00:00,2024-03-05 19:00:00+00:00,62514.1,58097.34060122773,62055.49775807866,stop,146,0.00037317928281166575,23.328967003616754,1.6482431047855206,0.05,0.5807048119258575,-0.17114085573602786,0.025567736233323618,0.04257536478160057,-0.23928395675095204,-0.1451751601788676,87.79557837971204,2024-01-01
TIA/USDT:USDT,2024-01-24 11:00:00+00:00,2024-03-11 01:00:00+00:00,16.856,11.984985228390983,15.715,score_exit,1118,0.8999370644736746,15.169339158768262,4.383606734569727,0.05,0.3056445720824785,-1.0268281905644643,0.016121517569834633,0.21199151474378647,-1.2549412228780854,-0.2862805216949426,86.54063715683395,2024-01-01
ZETA/USDT:USDT,2024-03-07 09:00:00+00:00,2024-03-14 05:00:00+00:00,2.3333,1.1880027094749426,2.2759,score_exit,164,3.832872875280377,8.943242279891704,4.389778918985602,0.05,0.3060763321069152,-0.22000690304109324,0.009716562711208274,0.018333646673777994,-0.2480571124260795,-0.05650788274399044,86.29258004440787,2024-01-01
STX/USDT:USDT,2024-03-05 20:00:00+00:00,2024-03-19 07:00:00+00:00,2.4794,1.819972400686791,2.4930502460483233,stop,323,6.656953581496342,16.50525070996203,4.389778918985602,0.05,0.3255634382682913,0.0908690543196915,0.018205753760834067,0.06663994974147171,0.006023350817385725,0.0013721307903081397,86.29860339522526,2024-01-01
PYTH/USDT:USDT,2024-03-10 13:00:00+00:00,2024-03-19 07:00:00+00:00,0.7603,0.5712592563581961,0.8632276918176532,stop,210,23.22133755093238,17.655182939973887,4.389778918985602,0.05,0.3187880107753387,2.3901186750360672,0.020735266505241115,0.04634485521743145,2.3230385533133946,0.5291926076883632,88.62164194853865,2024-01-01
WLD/USDT:USDT,2024-04-09 19:00:00+00:00,2024-04-12 18:00:00+00:00,6.754,4.638793410046169,4.636474013341147,stop,71,2.1691317168747344,14.650315615771955,4.588161702011305,0.05,0.30439358268420336,-4.5931927789681835,0.013589091148916651,0.013002155108997611,-4.619784025226098,-1.0068921553486074,87.14345001499998,2024-04-01
JTO/USDT:USDT,2024-05-16 04:00:00+00:00,2024-05-23 20:00:00+00:00,4.567,3.466828394594674,3.4650949803973767,stop,184,3.9604480604139254,18.0873662919104,4.357172500749999,0.05,0.3386912363669417,-4.364037597645578,0.01749588224239637,0.04160094247139392,-4.423134422359369,-1.015138698685447,82.72031559264062,2024-04-01
BONK/USDT:USDT,2024-05-19 10:00:00+00:00,2024-05-30 06:00:00+00:00,2.7768e-05,2.087741562969661e-05,3.3736299283391476e-05,stop,260,632337.1526409676,17.558738054534388,4.357172500749999,0.05,0.3272270852373377,3.773977374968894,0.02139029941622072,0.057065898677236764,3.695521176875437,0.848146630926209,86.41583676951605,2024-04-01
PEOPLE/USDT:USDT,2024-06-01 15:00:00+00:00,2024-06-02 14:00:00+00:00,0.10959,0.08290022873285186,0.10485894203202661,stop,23,161.88942929586545,17.741462556533897,4.320791838475802,0.05,0.3017984964453492,-0.7659082744008695,0.019094359261266805,0.0051006704850034956,-0.7901033041471398,-0.1828607657308147,85.62573346536891,2024-04-01
PEPE/USDT:USDT,2024-04-21 07:00:00+00:00,2024-06-07 18:00:00+00:00,6.091e-06,3.490804390828874e-06,1.3035604725221402e-05,stop,1139,1675709.5063855413,10.20674660339433,4.357172500749999,0.05,0.3069280845379055,11.637140156143454,0.017627848349612667,0.1453185547658268,11.474193753028015,2.6334036008565107,97.09992721839693,2024-04-01
NEAR/USDT:USDT,2024-05-16 01:00:00+00:00,2024-06-07 18:00:00+00:00,8.09,6.444459547704076,6.4412373179302245,stop,545,2.647867145818687,21.421245209673177,4.357172500749999,0.05,0.3060042191289985,-4.36570453710446,0.021162232235233044,0.14593223299089852,-4.5327990023305915,-1.040307447444498,92.56712821606634,2024-04-01
CORE/USDT:USDT,2024-05-25 12:00:00+00:00,2024-06-07 18:00:00+00:00,2.2166,1.6673203944774446,1.6664867342802059,stop,318,7.529891403299501,16.690757284553673,4.136015779632031,0.05,0.323246279335255,-4.142293150384493,0.016081571780297572,0.06634576020610085,-4.224720482370891,-1.021446896594469,88.34240773369544,2024-04-01
BNB/USDT:USDT,2024-05-21 08:00:00+00:00,2024-06-10 06:00:00+00:00,630.5,574.8620682748725,652.9753428240754,stop,478,0.07831298478663955,49.37633690797623,4.357172500749999,0.05,0.313612410379047,1.7601111806563228,0.05528203174813484,0.295023613025158,1.40980553588303,0.32355972494556057,89.75221326957846,2024-04-01
PEOPLE/USDT:USDT,2024-06-09 01:00:00+00:00,2024-06-17 04:00:00+00:00,0.13744,0.09539864225691491,0.09535094293578646,stop,195,105.06607359538225,14.440281154949338,4.417120386684772,0.05,0.3122336589416964,-4.422131967068904,0.013452136688556375,0.035198185315189014,-4.47078228907265,-1.012148616675615,85.28143098050582,2024-04-01
MEW/USDT:USDT,2024-10-01 21:00:00+00:00,2024-10-10 09:00:00+00:00,0.005124,0.0035404278968656343,0.005705925733378892,stop,204,2621.665977789711,13.43341647019448,4.1515971061642665,0.05,0.5053073929961087,1.5256148967997676,0.0156158463104538,0.03425521199899593,1.4757438384903179,0.3554641263958736,84.50768596177564,2024-10-01
BIGTIME/USDT:USDT,2024-10-01 16:00:00+00:00,2024-10-13 01:00:00+00:00,0.1213,0.08121027944834504,0.12157,score_exit,273,103.5576464249732,12.56154251134925,4.1515971061642665,0.05,0.5208144844613416,0.027960564534741984,0.013833075072978283,0.04286626381997932,-0.028738774358215622,-0.006922341841780471,84.47894718741742,2024-10-01
TURBO/USDT:USDT,2024-10-02 00:00:00+00:00,2024-10-17 17:00:00+00:00,0.0051824,0.0034915695866462836,0.010118781057595259,stop,377,2455.3598476678008,12.724656874553611,4.1515971061642665,0.05,0.5383866017214916,12.120591841607311,0.020663448074892992,0.0599649455213339,12.039963448011084,2.900079930717318,96.5189106354285,2024-10-01
WLD/USDT:USDT,2024-10-11 13:00:00+00:00,2024-10-25 18:00:00+00:00,1.839,1.3869202660285318,2.0397643031345862,stop,341,9.346546594710782,17.188299187673127,4.225384298088782,0.05,0.5305263157894727,1.8764529138020505,0.01993917820903157,0.07326512528745671,1.7832486103055623,0.42203228972857165,98.30215924573406,2024-10-01
APT/USDT:USDT,2024-10-10 00:00:00+00:00,2024-10-25 23:00:00+00:00,8.5592,6.86055620241031,9.228138933319517,stop,383,2.444065737652132,20.91924746171213,4.1515971061642665,0.05,0.5154444630429222,1.6349307275077947,0.023910384108012633,0.10015089722294683,1.5108694461768353,0.3639248721735318,99.8130286919109,2024-10-01
ORDI/USDT:USDT,2024-10-02 00:00:00+00:00,2024-10-27 01:00:00+00:00,33.7,26.291055211747437,31.463,score_exit,601,0.5603493108420694,18.883771775377742,4.1515971061642665,0.05,0.5467133411124081,-1.2535014083537104,0.02008272317832098,0.1418643354625253,-1.4154484669945566,-0.34094071047812113,98.39758022491634,2024-10-01
TURBO/USDT:USDT,2024-10-20 11:00:00+00:00,2024-11-10 01:00:00+00:00,0.0103782,0.007016974001862649,0.0090101,score_exit,494,1435.7694289065237,14.900702287077685,4.825945531771425,0.05,0.5040077465167582,-1.9642761556870159,0.015310420630157596,0.09201183662270472,-2.071598412939878,-0.42926270081201506,96.32598181197646,2024-10-01
PEOPLE/USDT:USDT,2024-10-26 23:00:00+00:00,2024-11-10 01:00:00+00:00,0.07252,0.05430025807801421,0.06618,score_exit,338,273.9144964821548,19.864279284885864,4.990651434595545,0.05,0.5160486048604862,-1.7366179076968609,0.02089556736414118,0.08392657997864278,-1.8414400550396448,-0.36897789380253115,94.48454175693682,2024-10-01
BIGTIME/USDT:USDT,2024-10-28 18:00:00+00:00,2024-11-17 01:00:00+00:00,0.15601,0.1047338264163118,0.15878,score_exit,463,95.9486378837541,14.968946996244478,4.9198790112458175,0.05,0.5211653158797676,0.26577772693799834,0.016612019445684828,0.08663278074076493,0.16253292675154857,0.03303596010796855,94.64707468368837,2024-10-01
MOODENG/USDT:USDT,2024-11-10 08:00:00+00:00,2024-11-20 02:00:00+00:00,0.37296,0.24909959755100802,0.4712813947712757,stop,234,38.141544791059154,14.225270545273423,4.724227087846841,0.05,0.5328108395324122,3.75012988258802,0.017710369035224174,0.041608916344924765,3.6908105972078706,0.7812517325220346,98.33788528089624,2024-10-01
MEW/USDT:USDT,2024-11-10 11:00:00+00:00,2024-11-24 01:00:00+00:00,0.009737,0.0071067235691144506,0.009944,score_exit,326,1796.0952819914476,17.488579760750728,4.724227087846841,0.05,0.5256410256410253,0.3717917233722276,0.019441923184680528,0.07126596252505922,0.28108383766248785,0.05949837559366718,98.61896911855874,2024-10-01
MOODENG/USDT:USDT,2024-11-20 11:00:00+00:00,2024-11-24 01:00:00+00:00,0.46575,0.2061687460303313,0.37308,score_exit,86,18.122142085942993,8.44038767652795,4.70416836728559,0.04783678593299435,0.5079807448695209,-1.6793789071043368,0.008360768045273359,0.009073416752267546,-1.6968130919018776,-0.36070415840174885,96.92215602665686,2024-10-01
SUI/USDT:USDT,2024-10-29 12:00:00+00:00,2024-11-26 11:00:00+00:00,1.979,1.5402670575560382,3.001837511017203,stop,671,11.213835423069968,22.19218030225547,4.9198790112458175,0.05,0.5313091145576754,11.469931513089428,0.0307198606646802,0.18613691228516777,11.25307474013958,2.287266559689252,108.17523076679645,2024-10-01
BTC/USDT:USDT,2024-10-29 02:00:00+00:00,2024-12-01 01:00:00+00:00,70314.1,65249.87943031092,96343.4,score_exit,791,0.0009714977741476744,68.309991641197,4.9198790112458175,0.05,0.5000505356493307,25.28740701262205,0.08904906466225884,0.6754150423523354,24.522942905607458,4.984460562862039,132.6981736724039,2024-10-01
JELLYJELLY/USDT:USDT,2025-10-03 17:00:00+00:00,2025-10-03 20:00:00+00:00,0.08577,0.07205781199762783,0.10027521170995482,stop,3,483.86943662618785,41.50148157942813,6.634908683620195,0.05,0.8019201687768834,7.018628618239422,0.04951187547740263,0.001556305559228555,6.967560437202791,1.0501365986247593,139.6657341096067,2025-10-01
JELLYJELLY/USDT:USDT,2025-10-03 20:00:00+00:00,2025-10-03 21:00:00+00:00,0.11268,0.09896781199762783,0.09891832809162902,stop,1,509.27588684404304,57.38520692958677,6.983286705480335,0.05,0.9004532291671894,-7.0084876655923845,0.05926905940646964,0.0007173150866198347,-7.068474040085474,-1.0121987451178662,132.5972600695212,2025-10-01
H/USDT:USDT,2025-10-24 19:00:00+00:00,2025-10-25 01:00:00+00:00,0.31116,0.25042669482485036,0.33013488377292555,stop,6,109.16354682749615,33.9673292308437,6.629863003476061,0.05,0.7659382384525503,2.0713656132920555,0.03850331324123871,0.002547549692313278,2.0303147503585035,0.3062378135557254,134.62757481987973,2025-10-01
JELLYJELLY/USDT:USDT,2025-10-29 20:00:00+00:00,2025-10-31 06:00:00+00:00,0.10312,0.08255263266269275,0.13493743107165984,stop,34,327.2844127592307,33.74956864373187,6.731378740993987,0.05,0.7561691551813658,10.41334924379549,0.042851867592192575,0.014343566673586047,10.356153809529712,1.538489246855314,144.98372862940943,2025-10-01
